PassengerId,Survived
892,0.122135415829
893,0.447586415052
894,0.167891291869
895,0.069567283725
896,0.6417315123
897,0.201341145328
898,0.633021311766
899,0.242250133424
900,0.766867902923
901,0.0561038467695
902,0.0631887774862
903,0.343237661428
904,1.02102167413
905,-0.0029494466783
906,0.919408655351
907,0.877967524739
908,0.291061000063
909,0.159980939125
910,0.54852993312
911,0.581710275261
912,0.283409955509
913,0.201196322011
914,0.970003761541
915,0.561596884406
916,0.930221361503
917,-0.0775938844827
918,1.0025929303
919,0.150861614894
920,0.359633963364
921,0.0303161784675
922,0.118101004285
923,0.237193929991
924,0.534149992657
925,0.612937125253
926,0.445259390649
927,0.337994642598
928,0.541602774291
929,0.579146412313
930,0.0768009078032
931,0.0663830966178
932,0.0247814801891
933,0.458136050302
934,0.0103969677802
935,0.790861044519
936,0.891442005609
937,0.16021938861
938,0.389500702122
939,0.203637912936
940,0.899869443835
941,0.591972663807
942,0.433369182941
943,0.296750884994
944,0.697865667832
945,0.822704254944
946,0.369664773262
947,0.0919785096184
948,0.0153798926218
949,0.149608081878
950,0.0672841637611
951,1.01329669758
952,0.124811783392
953,0.253274692661
954,0.186951882499
955,0.723711370265
956,0.551924912277
957,0.879668094929
958,0.721829502633
959,0.36456106258
960,0.510925374405
961,0.722311332335
962,0.695805904096
963,0.116249700804
964,0.593246906965
965,0.52580579504
966,0.962774460298
967,0.504871502352
968,0.0632489041734
969,0.79481150078
970,0.291499020586
971,0.680049788735
972,0.20075598598
973,0.203518343441
974,0.303990859152
975,0.0841969313007
976,0.353985857731
977,0.0791229928906
978,0.64085336498
979,0.639162538339
980,0.660983629239
981,0.38056772285
982,0.744070684267
983,0.0736457512559
984,0.89177366067
985,0.068500942627
986,0.483388771047
987,0.133908817821
988,0.744741635052
989,0.104388959939
990,0.637431168637
991,0.0958756181809
992,0.969727972667
993,0.205410257955
994,0.172125682214
995,0.190845619303
996,0.710227198067
997,0.116161438307
998,0.219962173884
999,0.161621605307
1000,0.147539845828
1001,0.293137339792
1002,0.243154296978
1003,0.676751130458
1004,0.907586145062
1005,0.723809409061
1006,0.79547506522
1007,0.187186833846
1008,0.111864987035
1009,0.702846102915
1010,0.440966415556
1011,0.808158028894
1012,0.812080579825
1013,0.120501647848
1014,0.914223667145
1015,0.0997012320404
1016,0.16687364376
1017,0.614947081874
1018,0.141643389375
1019,0.553275346453
1020,0.166024042203
1021,0.108575255937
1022,0.0756949753999
1023,0.345648432715
1024,0.509195040215
1025,0.0917531833915
1026,0.00350776589931
1027,0.13475910057
1028,0.168559724575
1029,0.258044795545
1030,0.582504598635
1031,-0.104979528212
1032,0.430479966001
1033,0.902312617904
1034,0.278296655885
1035,0.287719012009
1036,0.509575357276
1037,-0.042957615917
1038,0.468006068267
1039,0.0997262010969
1040,0.447631973395
1041,0.185249924846
1042,1.0520400221
1043,0.133441770863
1044,-0.121335209095
1045,0.590523423481
1046,-0.00478113978715
1047,0.108380292619
1048,0.938258936172
1049,0.598184366361
1050,0.35726624212
1051,0.594167141589
1052,0.634716925196
1053,0.247196821029
1054,0.726089552073
1055,0.0733435581132
1056,0.219371937773
1057,0.610706148059
1058,0.347858659268
1059,0.0324698181565
